idno,univ,year,date,title,count
hu1054,HKU,2009,2009-09-25,Website ENABLE – The First Ever Online Platform on Life Planning &amp; Bereavement Support,1
cu3181,CUHK,2003,2003-06-13,CUHK organizes Symposium for Hygiene Charter,1
pu2649,PolyU,2013,2013-11-22,ACBM conference and workshop offer Asian perspective on branding and marketing in a global marketplace,1
cu0455,CUHK,2008,2008-06-10,CUHK Students Create Social Ventures for the Community with Business Value,1
pu1433,PolyU,2006,2006-08-24,PolyU's civil engineering research output ranks first in world,1
pu0883,PolyU,2007,2007-08-22,PolyU invites industry participation in shaping future hotel rooms,1
hu0080,HKU,2011,2011-10-10,HKU Faculty of Science: “We are Ready for the New 4-year Curriculum.”,1
hu1257,HKU,2013,2013-12-18,Professor Jao Tsung-I named Inaugural University Laureate  ,1
hu1309,HKU,2014,2014-08-12,HKU Faculty of Dentistry student team launches free toothbrushing app for children,1
cu1497,CUHK,2013,2013-03-02,CUHK Jockey Club Initiative Gaia Holds Environment Fair 2013 to Promote Green Living ,1
hu0840,HKU,2006,2006-03-09,"HKU Students team with Ocean Park Conservation Foundation, Hong Kong to help save endangered animals",1
pu1779,PolyU,2005,2005-01-10,Nature featured new findings of PolyU's manikin expert,1
cu1603,CUHK,2013,2013-08-20,CUHK Develops Resource Kit to Enhance Social Skills Among Autistic Students To be Promoted to All Local Schools,1
cu3733,CUHK,2005,2005-09-01,Vice-Chancellor of the Chinese University Encouraged Freshmen to Reach Out to the World,1
hu0020,HKU,2009,2009-03-12,Career Fair to Help Graduates Build a Solid Foundation,1
hu1222,HKU,2015,2015-04-02,Ventilating our high-rise compact city HKU Department of Mechanical Engineering tackles the phenomenon of  wind weakening to reduce heat island effect,1
cu3053,CUHK,2004,2004-01-16,How Education and RandD Transfer can Spur Entrepreneurship in Hong Kong,1
pu0787,PolyU,2007,2007-02-26,PolyU designated as training centre for national translation test,1
hu1314,HKU,2014,2014-09-03,HKU and international research teams provided direct experimental evidence for the role of genetic diversity in influenza virulence in vivo,1
cu0793,CUHK,2010,2010-06-21,Three World Renowned Economists Give Inaugural Lectures for CUHK Institute of Global Economics and Finance ,1
cu2241,CUHK,2016,2016-04-24,Naming Ceremony of Lau Chor Tak Institute of Global Economics and Finance of CUHK,1
pu1545,PolyU,2006,2006-06-22,Honorary Professor Jackie Chan kicks off School of Design's Graduation Show,1
hu0942,HKU,2013,2013-01-06,Lee Shau Kee Lecture Centre on the HKU Centennial Campus: Focal Point for New Academic and Cultural Explorations,1
hu0775,HKU,2016,2016-04-17,HKU Medical Professor Xu Aimin receives Croucher Senior Research Fellowship 2016 ,1
pu2219,PolyU,2012,2012-01-03,PolyU and Beijing Normal University's GaoZhong Shu-Li-Hua Magazine jointly introduce nationwide competition,1
hu0476,HKU,2004,2004-06-08,Opening Ceremony for the First-ever WTO Regional Trade Policy Course,1
hu0791,HKU,2007,2007-05-22,Launch of Research &amp; Development Project on Kunqu at The University of Hong Kong,1
pu1220,PolyU,2009,2009-10-20,PolyU showcases design students' multimedia works,1
pu1904,PolyU,2010,2010-06-11,Global Student Challenge comes to a climax,1
hu0083,HKU,2012,2012-07-17,Knowledge Exchange Awards 2012 of The University of Hong Kong ,1
cu3032,CUHK,2004,2004-09-10,"HKU, CUHK and HKUST Collaborate to Establish the Joint Centre for Advanced Study",1
hu0443,HKU,2004,2004-11-02,Policy Research Workshop on Non-Traditional Security: Regional Policy Perspectives (Press Invitation),1
cu0695,CUHK,2007,2007-02-07,Vice-Chancellor’s Cup of CUHK Nurture Future Entrepreneurs,1
cu0251,CUHK,2009,2009-04-19,CUHK 45th Anniversary Lecture ‘Rhodes Scholars at CUHK’ Successfully Launched,1
cu3541,CUHK,2003,2003-09-03,"ICM Received HK$600,000 from HKSA",1
hu0692,HKU,2013,2013-04-14,First Legal Information Website for Seniors in Hong Kong – Senior CLIC s100.hk – launches on 15th April 2013 ,1
cu3229,CUHK,2004,2004-09-21,CUHK Appoints Associate Pro-Vice-Chancellors and University Officers,1
hu0423,HKU,2013,2013-01-31,“The CADENZA project: A Jockey Club Initiative for Seniors” releases  Research findings on Elderly Financial Management ,1
hu0978,HKU,2012,2012-03-31,The Law and Technology Centre of The University of Hong Kong Launches its First Legal Information Website for Young People in Hong Kong –Youth CLIC (youth.clic.org.hk),1
pu2007,PolyU,2010,2010-11-26,PolyU honours outstanding staff,1
pu0913,PolyU,2007,2007-11-01,PolyU confers Fellowship on internationally esteemed hotelier Mr Andreas Hofer,1
pu2175,PolyU,2011,2011-10-31,PolyU DBA nurtures scholar-leaders,1
hu0963,HKU,2008,2008-11-28,HKU to conclude the Centennial Campus Roving Exhibition &amp; Lecture Series,1
cu1798,CUHK,2014,2014-04-21,"CUHK Dinner Party with International, Mainland and Local Students",1
pu1803,PolyU,2010,2010-02-23,PolyU-Industry partnership raises 'trenchless' standard for underground pipeline,1
cu0642,CUHK,2008,2008-01-03,CUHK Study on Air Ventilation Assessment Wins International Accolade,1
hu0934,HKU,2008,2008-08-05,HKU a Venue of Choice for Pre-Olympic Training by 10 International Teams,1
hu0243,HKU,2007,2007-11-29,"""Where you live can affect how active you are""",1
cu2250,CUHK,2016,2016-04-29,Vice-Chancellor’s Open Letter,1
pu1072,PolyU,2008,2008-11-25,PolyU hosts symposium on China's economic development,1
cu0308,CUHK,2009,2009-01-28,CUHK Appoints Three Faculty Deans,1
hu0373,HKU,2005,2005-06-21,Nanotechnology Expert to Deliver a William Mong Distinguished Lecture at HKU,1
hu0832,HKU,2013,2013-10-09,HKU investigators use genetics to shine a light on susceptibility for back pain caused by degeneration of spinal discs,1
hu1291,HKU,2009,2009-02-19,HKU to award five Honorary Degrees,1
cu1766,CUHK,2014,2014-03-09,Joint Team from Korean Universities Visited CUHK for Friendly Soccer Game,1
cu3003,CUHK,2006,2006-01-06,CNOOC donates HK$1 million to support student exchange at CUHK,1
cu1792,CUHK,2014,2014-04-10,CUHK Centre for Sign Linguistics and Deaf Studies Urges Support for Sign Bilingual Education Development,1
pu2226,PolyU,2012,2012-01-18,PolyU receives donation from outstanding alumnus,1
pu0918,PolyU,2007,2007-11-12,PolyU holds gala dinner in celebration of 70th anniversary,1
pu1871,PolyU,2010,2010-04-10,PolyU and Zheng Sheng College jointly present survey findings,1
cu0136,CUHK,2009,2009-11-02,CUHK Invents Vibration Platform to Improve Human Musculoskeletal System,1
hu0915,HKU,2014,2014-06-16,“The First International Conference on Food Safety: From Experience to Perspectives” opens at HKU,1
cu3134,CUHK,2003,2003-11-19,Mobile Technologies Centre (MobiTeC) launches in CUHK,1
pu1627,PolyU,2008,2008-10-12,PolyU duo receives special awards for contribution to Beijing Olympics,1
cu3792,CUHK,2005,2005-10-27,CUHK Art Museum Stages Exhibition on Carved Porcelain from Jingdezhen,1
cu1295,CUHK,2012,2012-04-12,CUHK Opens Taiwan Research Centre to Promote Taiwan Studies and Foster Academic and Cultural Cooperation between Taiwan and Hong Kong,1
cu1420,CUHK,2012,2012-10-29,A Jazzy Christmas with Howard McCrary - When CUHK Chorus Meets the American Legend Tickets Available from 1 November ,1
cu1658,CUHK,2013,2013-10-17,SHKP and CUHK present Nobel Laureate in Physiology or Medicine lecturing on latest Helicobacter Pylori research,1
cu0283,CUHK,2009,2009-03-09,The Art of Translation A workshop on pitfalls in translation by accomplished writers,1
pu2006,PolyU,2010,2010-11-26,Joint Conference points the way forward for Chinese Social Enterprises and Socially Responsible Economy ,1
cu0145,CUHK,2009,2009-10-20,Renowned Sociologist Raewyn Connell to Lecture at CUHK on  Sexuality and Gender Equality,1
hu0372,HKU,2016,2016-03-30,“Comfy Acupressure for the Elderly”  Improves the Quality of Life for the Elderly ,1
pu0645,PolyU,2006,2006-03-09,Distinguished Pair off to US on Fulbright Scholarships,1
pu2628,PolyU,2013,2013-10-25,PolyU DBA/DMgt Nurture Scholar-leaders,1
cu1261,CUHK,2012,2012-03-02,The Chinese University of Hong Kong Announces Hong Kong’s First Global Corporate Social Responsibility Research Scholarship Sponsored by SOCAM Development Limited 50 students awarded scholarship in researching corporate social responsibility in 9 countries across 4 continents  ,1
