,author,title,gender,sizecat,canonicity,timeslot
FRA0851_Proust-153,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-154,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-155,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-156,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-157,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-158,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-159,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-160,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-161,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-162,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-163,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-164,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-165,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-166,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-167,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-168,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-169,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-170,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-171,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-172,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-173,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-174,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-175,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-176,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-177,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-178,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-179,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-180,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-181,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-182,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-183,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-184,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-185,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-186,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-187,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-188,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-189,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-190,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-191,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-192,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-193,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-194,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-195,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-196,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-197,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA0851_Proust-198,"Proust, Marcel",Du côté de chez Swann : ELTeC edition,M,long,high,T4
FRA1003_Boisgobey-000,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-001,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-002,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-003,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-004,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-005,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-006,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-007,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-008,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-009,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-010,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-011,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-012,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-013,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-014,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-015,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-016,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-017,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-018,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-019,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-020,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-021,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-022,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-023,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-024,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-025,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-026,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-027,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-028,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-029,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-030,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-031,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-032,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-033,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-034,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-035,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-036,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-037,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-038,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-039,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-040,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-041,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-042,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-043,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-044,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-045,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-046,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-047,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-048,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-049,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-050,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-051,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-052,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-053,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-054,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-055,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-056,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-057,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-058,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-059,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-060,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-061,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-062,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-063,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-064,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-065,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-066,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-067,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-068,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-069,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-070,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-071,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-072,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-073,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-074,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-075,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-076,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-077,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-078,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-079,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-080,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-081,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-082,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-083,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-084,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-085,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-086,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-087,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-088,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-089,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-090,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-091,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-092,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-093,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-094,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-095,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-096,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-097,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-098,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-099,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-100,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-101,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-102,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-103,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-104,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-105,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-106,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-107,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-108,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-109,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-110,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-111,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-112,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-113,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-114,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-115,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-116,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-117,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-118,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-119,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-120,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-121,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-122,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-123,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-124,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
FRA1003_Boisgobey-125,"Boisgobey, Fortuné du",Double-blanc : ELTeC edition,M,long,low,T3
